text,label
I can't stop anxious right now.,anxiety
I am constantly panicked and on edge man.,anxiety
"Honestly, I am constantly terrified and on edge to be honest.",anxiety
I feel extremely panicked to be honest.,anxiety
"Lately, I am always worrying",anxiety
I can't stop uneasy right now.,anxiety
I am constantly uneasy and on edge.,anxiety
"Honestly, I suffer from restless and panic attacks man.",anxiety
I get worried for no reason right now.,anxiety
I think I feel extremely terrified.,anxiety
I am always uneasy right now.,anxiety
"Honestly, I suffer from panicked and panic attacks to be honest.",anxiety
I think I feel fearful about everything,anxiety
"Honestly, I get panicked for no reason...",anxiety
"Honestly, I get panicked for no reason right now.",anxiety
"Honestly, I am always terrified man.",anxiety
"Honestly, I can't stop anxious...",anxiety
I think I get worrying for no reason to be honest.,anxiety
I think I am constantly panicked and on edge,anxiety
"Honestly, I am constantly worrying and on edge man.",anxiety
I think I feel worried about everything.,anxiety
"Lately, My heart races and I feel scared to be honest.",anxiety
I have a lot of fearful and fear man.,anxiety
I feel extremely uneasy man.,anxiety
I am constantly scared and on edge...,anxiety
I think I can't stop fearful...,anxiety
I suffer from worrying and panic attacks to be honest.,anxiety
I am constantly nervous and on edge,anxiety
"Lately, I feel extremely restless...",anxiety
"Lately, My heart races and I feel terrified to be honest.",anxiety
"Honestly, I can't stop scared right now.",anxiety
"Lately, My heart races and I feel nervous",anxiety
I think I can't stop nervous,anxiety
I feel extremely nervous...,anxiety
"Honestly, I feel anxious about everything",anxiety
My heart races and I feel uneasy man.,anxiety
I can't stop terrified right now.,anxiety
I think I feel restless about everything.,anxiety
I feel extremely terrified,anxiety
I think I feel scared about everything,anxiety
I feel terrified about everything,anxiety
"Honestly, I have a lot of anxious and fear right now.",anxiety
I get worrying for no reason man.,anxiety
I get nervous for no reason,anxiety
I am constantly scared and on edge right now.,anxiety
I am constantly restless and on edge...,anxiety
I get anxious for no reason to be honest.,anxiety
I think I get fearful for no reason man.,anxiety
I have a lot of restless and fear to be honest.,anxiety
"Honestly, I feel uneasy about everything right now.",anxiety
I feel extremely anxious...,anxiety
"Honestly, I am always worried...",anxiety
"Honestly, I have a lot of terrified and fear",anxiety
"Honestly, I suffer from nervous and panic attacks",anxiety
I suffer from anxious and panic attacks to be honest.,anxiety
"Honestly, I am always worried",anxiety
I have a lot of fearful and fear to be honest.,anxiety
I think I suffer from panicked and panic attacks.,anxiety
I suffer from worrying and panic attacks,anxiety
"Lately, My heart races and I feel nervous...",anxiety
I am always anxious...,anxiety
I think I have a lot of worrying and fear,anxiety
"Lately, I am constantly worrying and on edge right now.",anxiety
"Lately, I suffer from worried and panic attacks right now.",anxiety
"Lately, I feel extremely worrying",anxiety
I can't stop fearful...,anxiety
"Lately, I am always terrified right now.",anxiety
"Lately, My heart races and I feel fearful right now.",anxiety
"Lately, I feel scared about everything",anxiety
I feel extremely terrified,anxiety
I feel restless about everything...,anxiety
I think I can't stop uneasy,anxiety
"Honestly, I am constantly worried and on edge right now.",anxiety
I think I get anxious for no reason to be honest.,anxiety
I get fearful for no reason man.,anxiety
I think I suffer from nervous and panic attacks...,anxiety
I suffer from anxious and panic attacks.,anxiety
"Lately, I get panicked for no reason",anxiety
I can't stop worrying right now.,anxiety
I get fearful for no reason right now.,anxiety
I think I have a lot of nervous and fear to be honest.,anxiety
"Lately, I suffer from worrying and panic attacks",anxiety
"Honestly, I feel worrying about everything man.",anxiety
"Honestly, I get worrying for no reason right now.",anxiety
"Lately, I have a lot of worried and fear",anxiety
"Honestly, I have too much hectic in my life.",stress
I am feeling extremely overwhelmed right now.,stress
I think I am feeling extremely demanding,stress
"Honestly, The pressure is stressed man.",stress
I think I have too much frustrating in my life,stress
My workload is exhausting,stress
I can't cope with this exhausting.,stress
Everything is very demanding man.,stress
"Lately, I am feeling extremely overwhelmed",stress
I think I am feeling extremely stressed man.,stress
I have too much demanding in my life man.,stress
I think My workload is pressured to be honest.,stress
"Honestly, I can't cope with this burdened to be honest.",stress
"Lately, I am feeling extremely stressed",stress
I think I feel frustrating because of exams right now.,stress
"Honestly, I am feeling extremely pressured...",stress
I think Everything is very stressed.,stress
I am dealing with frustrating man.,stress
I think I have too much hectic in my life,stress
The pressure is exhausting man.,stress
"Lately, My workload is frustrating",stress
I think The pressure is burdened,stress
I think The pressure is frustrating right now.,stress
I feel hectic because of exams,stress
I think The pressure is stressed.,stress
I am dealing with burdened to be honest.,stress
I can't cope with this hectic,stress
The pressure is hectic man.,stress
"Honestly, My workload is exhausting man.",stress
I am feeling extremely overwhelmed man.,stress
"Lately, I feel exhausting because of exams",stress
My workload is frustrating right now.,stress
I think I can't cope with this frustrating,stress
I am dealing with demanding...,stress
I think My workload is overwhelmed,stress
I feel hectic because of exams.,stress
"Lately, The pressure is tiring.",stress
My workload is frustrating right now.,stress
I feel demanding because of exams,stress
"Honestly, I feel exhausting because of exams man.",stress
"Lately, I can't cope with this exhausting...",stress
I can't cope with this frustrating man.,stress
Everything is very exhausting to be honest.,stress
I think I feel overwhelmed because of exams,stress
I feel tiring because of exams to be honest.,stress
I am dealing with overwhelmed,stress
I am feeling extremely hectic right now.,stress
Everything is very burdened man.,stress
The pressure is tiring to be honest.,stress
"Honestly, I have too much burdened in my life right now.",stress
I am dealing with demanding...,stress
"Honestly, I have too much burdened in my life.",stress
I think Everything is very hectic,stress
"Lately, I can't cope with this stressed man.",stress
Everything is very pressured right now.,stress
Everything is very burdened...,stress
"Lately, The pressure is overwhelmed right now.",stress
"Lately, I am feeling extremely stressed right now.",stress
I think My workload is hectic...,stress
I think I can't cope with this overwhelmed,stress
My workload is stressed right now.,stress
I am feeling extremely hectic...,stress
"Lately, My workload is pressured to be honest.",stress
"Honestly, Everything is very exhausting",stress
"Lately, I have too much demanding in my life",stress
I think The pressure is hectic...,stress
I think I am feeling extremely tiring man.,stress
I have too much overwhelmed in my life man.,stress
I think I am dealing with frustrating,stress
"Honestly, I have too much hectic in my life",stress
I think The pressure is exhausting.,stress
"Honestly, My workload is burdened to be honest.",stress
"Lately, The pressure is pressured man.",stress
"Lately, I feel pressured because of exams...",stress
My workload is exhausting...,stress
Everything is very demanding,stress
My workload is exhausting to be honest.,stress
I have too much frustrating in my life,stress
I can't cope with this demanding,stress
"Honestly, I have too much stressed in my life",stress
"Honestly, I feel exhausting because of exams...",stress
"Honestly, I am dealing with tiring man.",stress
I think I am dealing with burdened...,stress
"Honestly, Everything is very frustrating man.",stress
I can't cope with this stressed,stress
"Lately, Everything is very pressured to be honest.",stress
"Lately, The pressure is frustrating",stress
Everything is very demanding man.,stress
I am dealing with overwhelmed.,stress
"Lately, Everything is very exhausting right now.",stress
I think I am feeling extremely frustrating to be honest.,stress
"Lately, I can't cope with this frustrating.",stress
I am dealing with frustrating.,stress
The pressure is overwhelmed,stress
I am feeling extremely tiring.,stress
I can't cope with this tiring,stress
"Lately, I can't cope with this overwhelmed",stress
I think The pressure is overwhelmed,stress
I can't cope with this demanding man.,stress
"Honestly, I am feeling extremely exhausting.",stress
I have too much exhausting in my life man.,stress
"Honestly, My workload is frustrating man.",stress
I have too much exhausting in my life.,stress
I am dealing with stressed,stress
My workload is frustrating.,stress
I am feeling extremely hectic,stress
"Honestly, Everything is very tiring man.",stress
I think I am dealing with hectic to be honest.,stress
"Lately, I can't cope with this stressed to be honest.",stress
I think I am dealing with tiring.,stress
I am feeling extremely overwhelmed...,stress
"Lately, The pressure is stressed.",stress
I am dealing with pressured man.,stress
I think My workload is hectic.,stress
"Lately, I feel demanding because of exams",stress
"Lately, Everything is very burdened man.",stress
"Lately, I am feeling extremely frustrating...",stress
"Honestly, I am feeling extremely stressed",stress
Everything is very hectic man.,stress
I am dealing with demanding,stress
I think I can't cope with this tiring...,stress
My workload is stressed...,stress
I feel stressed because of exams,stress
"Honestly, Everything is very pressured right now.",stress
I am feeling extremely frustrating to be honest.,stress
"Lately, I can't cope with this tiring",stress
I think My workload is stressed,stress
My workload is burdened,stress
I think I can't cope with this exhausting man.,stress
"Lately, I can't cope with this stressed man.",stress
I can't cope with this frustrating,stress
"Lately, The pressure is hectic man.",stress
I can't cope with this frustrating to be honest.,stress
"Honestly, I have too much exhausting in my life right now.",stress
"Honestly, Everything is very frustrating right now.",stress
I have too much overwhelmed in my life man.,stress
My workload is hectic,stress
I am dealing with overwhelmed,stress
I am dealing with overwhelmed,stress
"Honestly, The pressure is pressured",stress
I think My workload is exhausting right now.,stress
I can't cope with this demanding right now.,stress
"Lately, I can't cope with this stressed",stress
I have too much exhausting in my life,stress
The pressure is stressed man.,stress
I think I feel demanding because of exams.,stress
"Lately, Everything is very hectic",stress
I feel hectic because of exams,stress
My workload is burdened to be honest.,stress
My workload is overwhelmed right now.,stress
"Lately, I am dealing with hectic",stress
I am feeling extremely tiring right now.,stress
The pressure is burdened right now.,stress
I feel overwhelmed because of exams right now.,stress
"Honestly, I am feeling extremely exhausting...",stress
Everything is very frustrating man.,stress
I think My workload is pressured,stress
I am dealing with burdened.,stress
Everything is very overwhelmed man.,stress
"Lately, I am feeling extremely exhausting...",stress
I have too much hectic in my life to be honest.,stress
My workload is frustrating...,stress
"Honestly, My workload is exhausting",stress
I am dealing with stressed,stress
"Honestly, I am feeling extremely pressured to be honest.",stress
"Honestly, Everything is very burdened to be honest.",stress
I have too much demanding in my life,stress
Everything is very stressed right now.,stress
I am dealing with hectic,stress
My workload is burdened,stress
My workload is exhausting man.,stress
I am feeling extremely demanding,stress
The pressure is pressured right now.,stress
"Lately, I can't cope with this pressured to be honest.",stress
I feel hectic because of exams...,stress
I think I can't cope with this demanding right now.,stress
"Lately, Everything is very burdened",stress
"Honestly, I have too much demanding in my life",stress
"Honestly, My workload is demanding",stress
"Lately, I feel hectic because of exams right now.",stress
I think My workload is stressed man.,stress
Everything is very overwhelmed right now.,stress
"Honestly, The pressure is overwhelmed man.",stress
"Honestly, Everything is very pressured right now.",stress
I feel tiring because of exams to be honest.,stress
Everything is very exhausting.,stress
I think I have too much demanding in my life,stress
Everything is very overwhelmed man.,stress
"Honestly, I am dealing with tiring to be honest.",stress
I have too much overwhelmed in my life,stress
"Honestly, I have too much exhausting in my life to be honest.",stress
I think I feel hectic because of exams...,stress
I am dealing with tiring to be honest.,stress
My workload is overwhelmed.,stress
I can't cope with this stressed.,stress
My workload is hectic right now.,stress
"Honestly, Everything is very hectic...",stress
I think The pressure is hectic to be honest.,stress
I think I am dealing with hectic,stress
I have too much demanding in my life right now.,stress
I am feeling extremely burdened to be honest.,stress
I think I have too much exhausting in my life.,stress
I have too much overwhelmed in my life...,stress
"Honestly, The pressure is pressured...",stress
My workload is stressed,stress
I think I have too much burdened in my life,stress
"Lately, The pressure is pressured",stress
"Honestly, I have too much stressed in my life to be honest.",stress
"Lately, The pressure is pressured right now.",stress
My workload is burdened man.,stress
The pressure is exhausting,stress
The pressure is frustrating to be honest.,stress
Everything is very overwhelmed,stress
Everything is very burdened man.,stress
I can't cope with this demanding,stress
"Lately, I am dealing with hectic right now.",stress
"Lately, I can't cope with this burdened.",stress
My workload is stressed.,stress
I think I have too much overwhelmed in my life.,stress
"Lately, I feel overwhelmed because of exams...",stress
The pressure is tiring right now.,stress
"Honestly, The pressure is stressed right now.",stress
I am feeling extremely pressured man.,stress
I am feeling extremely stressed man.,stress
I think I feel hectic because of exams,stress
I can't cope with this tiring...,stress
I am dealing with stressed man.,stress
I am feeling extremely tiring right now.,stress
My workload is hectic to be honest.,stress
Everything is very hectic...,stress
I think I am dealing with tiring man.,stress
"Lately, I can't cope with this demanding",stress
I think Everything is very pressured right now.,stress
"Lately, I am feeling extremely frustrating man.",stress
I can't cope with this hectic...,stress
I am feeling extremely demanding.,stress
I think My workload is hectic to be honest.,stress
I can't cope with this stressed,stress
I think I am dealing with exhausting.,stress
I am feeling extremely exhausting man.,stress
I am dealing with burdened man.,stress
My workload is overwhelmed to be honest.,stress
I am feeling extremely overwhelmed.,stress
"Honestly, I have too much demanding in my life right now.",stress
Everything is very exhausting,stress
I am dealing with pressured right now.,stress
"Lately, I feel overwhelmed because of exams",stress
I think I can't cope with this pressured man.,stress
My workload is hectic,stress
"Honestly, I am dealing with stressed man.",stress
"Honestly, I am feeling extremely frustrating man.",stress
"Lately, I am feeling extremely pressured man.",stress
I think I am feeling extremely demanding...,stress
The pressure is tiring,stress
Everything is very pressured.,stress
"Honestly, I feel demanding because of exams man.",stress
The pressure is exhausting right now.,stress
I am feeling extremely pressured to be honest.,stress
I think My workload is exhausting...,stress
I think I feel burdened because of exams right now.,stress
"Lately, I am dealing with hectic right now.",stress
"Lately, I feel hectic because of exams man.",stress
"Lately, I am feeling extremely exhausting man.",stress
"Lately, My workload is burdened...",stress
"Honestly, I am feeling extremely overwhelmed man.",stress
I feel stressed because of exams right now.,stress
My workload is tiring.,stress
I have too much stressed in my life man.,stress
I am feeling extremely hectic man.,stress
I feel overwhelmed because of exams...,stress
"Lately, Everything is very stressed",stress
"Lately, I can't cope with this tiring...",stress
"Honestly, Everything is very exhausting",stress
"Honestly, I have too much overwhelmed in my life to be honest.",stress
I feel pressured because of exams...,stress
"Lately, My workload is overwhelmed",stress
I feel exhausting because of exams,stress
I am feeling extremely overwhelmed,stress
I have too much demanding in my life right now.,stress
"Honestly, My workload is demanding",stress
Everything is very tiring,stress
"Honestly, I am dealing with stressed to be honest.",stress
"Honestly, My workload is stressed man.",stress
"Lately, I am dealing with exhausting...",stress
"Honestly, I am dealing with frustrating...",stress
"Honestly, I have too much pressured in my life man.",stress
"Lately, The pressure is tiring right now.",stress
Everything is very demanding man.,stress
I can't cope with this overwhelmed...,stress
"Lately, Everything is very pressured.",stress
I feel overwhelmed because of exams,stress
The pressure is frustrating,stress
Everything is very pressured.,stress
I am feeling extremely overwhelmed...,stress
My workload is frustrating,stress
I feel frustrating because of exams,stress
"Lately, I am dealing with pressured...",stress
I have too much burdened in my life...,stress
I am feeling extremely tiring,stress
"Honestly, I feel stressed because of exams",stress
I think The pressure is hectic man.,stress
My workload is demanding.,stress
"Lately, My workload is burdened",stress
I can't cope with this pressured right now.,stress
"Lately, My workload is demanding to be honest.",stress
I think The pressure is exhausting...,stress
I think I have too much overwhelmed in my life right now.,stress
"Lately, I can't cope with this stressed right now.",stress
The pressure is stressed...,stress
"Honestly, I have too much exhausting in my life.",stress
I can't cope with this pressured,stress
"Honestly, I am feeling extremely frustrating...",stress
I am feeling extremely hectic.,stress
"Lately, I have too much stressed in my life",stress
"Lately, I am dealing with demanding",stress
"Lately, The pressure is stressed man.",stress
I am dealing with hectic,stress
I am feeling extremely demanding right now.,stress
The pressure is exhausting...,stress
"Lately, I can't cope with this stressed",stress
I feel pressured because of exams,stress
Everything is very overwhelmed...,stress
I have too much burdened in my life...,stress
I am dealing with hectic right now.,stress
My workload is pressured right now.,stress
I am dealing with tiring man.,stress
I can't cope with this hectic right now.,stress
"Honestly, The pressure is overwhelmed to be honest.",stress
"Honestly, I am feeling extremely stressed.",stress
I think I am dealing with tiring.,stress
I can't cope with this frustrating.,stress
I am dealing with stressed man.,stress
"Lately, Everything is very burdened right now.",stress
My workload is hectic,stress
"Honestly, I feel pressured because of exams...",stress
"Honestly, I am feeling extremely stressed right now.",stress
I think Everything is very stressed...,stress
I think Everything is very demanding.,stress
I have too much stressed in my life to be honest.,stress
Everything is very stressed,stress
I think My workload is hectic right now.,stress
I have too much hectic in my life,stress
My workload is frustrating right now.,stress
"Honestly, My workload is exhausting...",stress
"Lately, I feel tiring because of exams man.",stress
I can't cope with this stressed,stress
"Honestly, My workload is tiring.",stress
I can't cope with this pressured,stress
I feel frustrating because of exams,stress
"Honestly, I feel pressured because of exams",stress
"Honestly, I am dealing with burdened man.",stress
I think The pressure is frustrating right now.,stress
I think My workload is pressured man.,stress
I feel overwhelmed because of exams...,stress
I can't cope with this overwhelmed...,stress
"Honestly, I have too much burdened in my life to be honest.",stress
"Honestly, My workload is stressed",stress
My workload is pressured...,stress
The pressure is burdened.,stress
I am dealing with stressed right now.,stress
I am feeling extremely pressured,stress
"Lately, I am dealing with exhausting to be honest.",stress
I am dealing with hectic to be honest.,stress
My workload is demanding.,stress
"Lately, I am dealing with stressed...",stress
I think I feel burdened because of exams man.,stress
"Honestly, I feel demanding because of exams to be honest.",stress
"Lately, I can't cope with this overwhelmed right now.",stress
Everything is very pressured man.,stress
Everything is very overwhelmed man.,stress
"Honestly, Everything is very burdened",stress
I think I have too much frustrating in my life.,stress
"Honestly, I am dealing with overwhelmed man.",stress
"Lately, I have too much stressed in my life to be honest.",stress
"Honestly, I have too much pressured in my life man.",stress
"Lately, Everything is very tiring.",stress
"Honestly, I am feeling extremely demanding",stress
"Lately, Everything is very tiring",stress
The pressure is overwhelmed,stress
I think I feel stressed because of exams...,stress
"Lately, The pressure is exhausting to be honest.",stress
"Honestly, My workload is exhausting...",stress
I think The pressure is demanding to be honest.,stress
The pressure is hectic man.,stress
"Honestly, I can't cope with this overwhelmed",stress
I think I am dealing with pressured man.,stress
"Honestly, I am feeling extremely demanding",stress
I feel pressured because of exams,stress
I can't cope with this stressed man.,stress
"Honestly, I have too much overwhelmed in my life",stress
I am dealing with stressed.,stress
I am dealing with exhausting,stress
I am dealing with hectic...,stress
"Lately, I am feeling extremely demanding man.",stress
"Lately, The pressure is demanding man.",stress
I am feeling extremely stressed...,stress
I can't cope with this demanding...,stress
"Lately, I am feeling extremely tiring...",stress
"Honestly, I am feeling extremely stressed",stress
I am dealing with exhausting.,stress
"Honestly, Things are good right now.",normal
Everything is content right now.,normal
"Honestly, I am feeling fine and relaxed.",normal
I am feeling okay and relaxed,normal
I am quite fine right now,normal
Things are positive.,normal
I am quite peaceful right now...,normal
I feel calm today...,normal
I think Things are fine man.,normal
Everything is fine...,normal
Life is cheerful...,normal
Things are peaceful man.,normal
"Honestly, Life is content.",normal
Things are fine,normal
Life is peaceful,normal
I am feeling okay and relaxed,normal
"Lately, I am feeling cheerful and relaxed to be honest.",normal
"Lately, Everything is happy...",normal
Everything is positive...,normal
"Honestly, I feel good today to be honest.",normal
"Lately, Everything is fine man.",normal
"Lately, I am feeling positive and relaxed.",normal
I am quite cheerful right now...,normal
Things are cheerful,normal
Everything is positive right now.,normal
Everything is positive man.,normal
"Lately, I am feeling calm and relaxed.",normal
I am quite fine right now right now.,normal
I am feeling fine and relaxed,normal
I feel great today,normal
"Lately, Life is happy",normal
"Lately, Life is great to be honest.",normal
"Honestly, I am quite good right now",normal
I feel peaceful today to be honest.,normal
Life is great...,normal
"Honestly, I am quite fine right now man.",normal
I think I am feeling content and relaxed.,normal
Things are calm right now.,normal
"Honestly, I am feeling happy and relaxed...",normal
I am quite happy right now.,normal
I feel happy today to be honest.,normal
I feel happy today...,normal
"Honestly, Life is positive to be honest.",normal
I am quite calm right now.,normal
Life is great man.,normal
I think Everything is happy right now.,normal
"Lately, I am feeling content and relaxed.",normal
"Lately, Life is content",normal
I feel good today,normal
"Honestly, Things are content man.",normal
I think I am feeling fine and relaxed right now.,normal
I think I am quite calm right now,normal
I am feeling content and relaxed right now.,normal
"Lately, I feel happy today",normal
Life is fine.,normal
I am quite happy right now to be honest.,normal
"Honestly, Everything is happy",normal
"Lately, I feel good today",normal
I am feeling positive and relaxed.,normal
"Lately, Life is peaceful...",normal
I think I am quite content right now,normal
Things are okay,normal
Everything is happy.,normal
Everything is calm to be honest.,normal
"Honestly, I am quite cheerful right now man.",normal
"Honestly, Life is good...",normal
I think I am quite positive right now right now.,normal
Life is fine right now.,normal
"Honestly, Everything is okay",normal
I am quite positive right now...,normal
Things are positive right now.,normal
I am feeling cheerful and relaxed,normal
Everything is fine right now.,normal
I am feeling happy and relaxed.,normal
Everything is happy right now.,normal
I am quite okay right now.,normal
Everything is calm,normal
I think Everything is fine...,normal
I think Life is positive,normal
I am feeling positive and relaxed,normal
"Honestly, I feel cheerful today",normal
"Honestly, I feel okay today.",normal
I am quite good right now,normal
Everything is positive.,normal
I feel content today,normal
Life is cheerful...,normal
"Honestly, Life is good right now.",normal
I am quite happy right now,normal
Things are great man.,normal
I am quite content right now man.,normal
Everything is okay...,normal
"Lately, I feel fine today",normal
"Honestly, Things are fine",normal
Everything is fine to be honest.,normal
I think I am feeling good and relaxed right now.,normal
I think I am quite okay right now,normal
I think Things are great man.,normal
"Lately, I feel cheerful today",normal
I am quite okay right now.,normal
I am feeling positive and relaxed,normal
I am feeling calm and relaxed right now.,normal
Things are fine.,normal
Life is cheerful right now.,normal
I think I feel great today right now.,normal
"Lately, I feel okay today",normal
Life is calm.,normal
"Lately, I am quite calm right now...",normal
Life is good,normal
"Lately, Things are great.",normal
Life is positive,normal
"Honestly, Things are fine...",normal
I think I am feeling happy and relaxed right now.,normal
I am feeling positive and relaxed man.,normal
I think I am quite positive right now.,normal
"Honestly, Things are good right now.",normal
"Honestly, I am quite okay right now right now.",normal
"Honestly, Things are great...",normal
"Honestly, I feel okay today.",normal
"Honestly, Everything is okay right now.",normal
I am quite calm right now...,normal
I think Everything is fine to be honest.,normal
Life is cheerful,normal
I am quite good right now,normal
"Lately, I am feeling content and relaxed right now.",normal
Life is content to be honest.,normal
Everything is good to be honest.,normal
I am quite great right now...,normal
"Lately, Life is good",normal
"Lately, Everything is fine",normal
"Lately, Everything is peaceful man.",normal
I am quite calm right now,normal
Life is cheerful man.,normal
"Honestly, Everything is good.",normal
Things are fine...,normal
I think Life is positive,normal
I am quite happy right now,normal
I feel content today right now.,normal
I think Everything is good man.,normal
I think I feel happy today...,normal
"Honestly, I am feeling great and relaxed...",normal
I am feeling content and relaxed.,normal
Everything is cheerful.,normal
Things are great...,normal
Things are fine,normal
"Lately, Everything is great to be honest.",normal
I feel calm today to be honest.,normal
Everything is positive right now.,normal
I feel peaceful today right now.,normal
I am feeling content and relaxed,normal
I think I am feeling good and relaxed.,normal
"Lately, Things are positive.",normal
"Honestly, Life is fine",normal
I think I feel happy today.,normal
I think Things are positive right now.,normal
I am feeling calm and relaxed man.,normal
"Lately, Everything is peaceful",normal
"Honestly, Life is content man.",normal
I think Everything is cheerful...,normal
Everything is okay,normal
I am feeling great and relaxed,normal
Everything is content,normal
"Honestly, Everything is great to be honest.",normal
I am feeling great and relaxed to be honest.,normal
"Lately, Life is positive.",normal
"Honestly, I am feeling cheerful and relaxed...",normal
I am feeling positive and relaxed,normal
I think I am feeling okay and relaxed,normal
Everything is peaceful,normal
I am quite calm right now man.,normal
Everything is okay to be honest.,normal
Everything is fine...,normal
"Lately, I am quite good right now.",normal
I think Things are happy.,normal
Everything is fine man.,normal
I think I am quite calm right now,normal
Things are okay.,normal
"Lately, Life is happy...",normal
"Honestly, I am feeling good and relaxed right now.",normal
"Honestly, Life is okay",normal
Life is good man.,normal
Life is happy,normal
I think I feel great today to be honest.,normal
Things are happy,normal
I am quite good right now to be honest.,normal
"Honestly, Everything is content",normal
I think Everything is okay,normal
I feel great today.,normal
Everything is good right now.,normal
"Honestly, Things are cheerful man.",normal
"Honestly, Life is fine right now.",normal
"Honestly, I feel okay today...",normal
I am quite positive right now to be honest.,normal
"Lately, Life is okay to be honest.",normal
Things are calm...,normal
"Lately, Life is positive",normal
"Honestly, I feel cheerful today right now.",normal
I think I am quite content right now right now.,normal
"Honestly, I am feeling content and relaxed",normal
I think Things are calm.,normal
"Honestly, Life is peaceful",normal
I think Everything is fine,normal
Things are cheerful...,normal
Everything is peaceful right now.,normal
I think I feel great today right now.,normal
"Lately, I am feeling happy and relaxed man.",normal
"Honestly, Things are positive",normal
Life is happy.,normal
I think Things are peaceful man.,normal
"Honestly, I am feeling great and relaxed",normal
"Honestly, Everything is good.",normal
"Honestly, I feel fine today.",normal
I am feeling cheerful and relaxed,normal
I think I feel positive today,normal
Life is calm,normal
Things are fine right now.,normal
"Honestly, I feel peaceful today to be honest.",normal
Things are fine man.,normal
Life is okay right now.,normal
I think Things are great right now.,normal
Things are positive man.,normal
"Lately, Things are happy man.",normal
"Honestly, Everything is peaceful...",normal
Life is cheerful.,normal
"Honestly, I am quite cheerful right now",normal
Everything is fine...,normal
Everything is happy to be honest.,normal
Everything is positive to be honest.,normal
Everything is calm,normal
"Lately, I am feeling cheerful and relaxed...",normal
I think Life is positive right now.,normal
"Lately, I am quite happy right now...",normal
Things are calm to be honest.,normal
"Lately, Everything is great",normal
Life is good.,normal
"Honestly, I feel calm today man.",normal
"Lately, I am feeling fine and relaxed to be honest.",normal
I am feeling calm and relaxed to be honest.,normal
I think I feel cheerful today right now.,normal
I think I feel content today.,normal
"Lately, Everything is content to be honest.",normal
I am feeling content and relaxed...,normal
"Lately, Life is cheerful right now.",normal
Things are fine,normal
"Lately, I feel peaceful today to be honest.",normal
"Honestly, Life is good man.",normal
I am quite happy right now right now.,normal
"Lately, Everything is good",normal
I think I am feeling happy and relaxed...,normal
"Lately, I am quite great right now right now.",normal
Everything is calm man.,normal
"Honestly, Everything is great",normal
I am quite fine right now right now.,normal
I think I am feeling happy and relaxed.,normal
Things are peaceful to be honest.,normal
I feel peaceful today.,normal
Things are content,normal
I think I am quite content right now right now.,normal
Everything is good to be honest.,normal
I think Life is fine.,normal
I am feeling happy and relaxed man.,normal
I think Life is okay...,normal
I am feeling great and relaxed,normal
"Lately, I am feeling content and relaxed man.",normal
I am feeling peaceful and relaxed man.,normal
"Lately, Things are good to be honest.",normal
Things are content to be honest.,normal
I feel fine today to be honest.,normal
"Honestly, Everything is cheerful.",normal
"Honestly, I am quite fine right now right now.",normal
I think I am quite good right now man.,normal
I feel calm today to be honest.,normal
I am feeling calm and relaxed.,normal
I am feeling positive and relaxed.,normal
I think Things are great,normal
"Lately, Things are content",normal
I feel fine today...,normal
"Lately, I feel content today...",normal
"Lately, Things are peaceful...",normal
"Honestly, Life is content right now.",normal
I feel fine today right now.,normal
"Lately, Everything is positive",normal
I think I feel positive today,normal
I am feeling peaceful and relaxed.,normal
"Lately, Everything is calm man.",normal
Things are calm,normal
I am quite peaceful right now,normal
Everything is positive right now.,normal
I am feeling cheerful and relaxed.,normal
Everything is positive.,normal
I think I am feeling fine and relaxed right now.,normal
"Lately, I feel fine today.",normal
I think Everything is fine right now.,normal
"Lately, Everything is calm",normal
Things are peaceful,normal
I am feeling cheerful and relaxed right now.,normal
Things are okay,normal
"Lately, Things are great to be honest.",normal
"Lately, I feel peaceful today...",normal
"Lately, I am quite content right now right now.",normal
I am feeling okay and relaxed man.,normal
Things are content right now.,normal
I think Everything is fine right now.,normal
Everything is great man.,normal
I feel okay today.,normal
I feel okay today...,normal
"Honestly, Everything is happy man.",normal
Things are good...,normal
Things are cheerful to be honest.,normal
Life is cheerful.,normal
"Honestly, Life is content.",normal
"Lately, Things are content.",normal
I am quite peaceful right now.,normal
"Honestly, Everything is fine man.",normal
Things are calm,normal
I am quite fine right now,normal
Things are positive man.,normal
"Honestly, Things are good to be honest.",normal
"Lately, I am feeling good and relaxed.",normal
Life is happy to be honest.,normal
"Lately, Things are positive.",normal
Life is calm to be honest.,normal
"Honestly, I am quite great right now",normal
"Honestly, I am quite positive right now.",normal
I feel okay today,normal
"Honestly, Things are positive man.",normal
I think Life is cheerful,normal
Things are okay to be honest.,normal
Life is okay,normal
I am quite happy right now...,normal
"Lately, Things are calm",normal
Everything is happy,normal
I am feeling content and relaxed right now.,normal
I am feeling happy and relaxed,normal
"Lately, Things are cheerful...",normal
"Lately, I am feeling happy and relaxed to be honest.",normal
I think I feel good today...,normal
I feel great today...,normal
"Lately, I feel positive today",normal
I think Life is peaceful,normal
"Lately, Life is fine",normal
"Honestly, Everything is positive...",normal
Things are content to be honest.,normal
Things are content right now.,normal
Everything is fine to be honest.,normal
Things are content.,normal
I am feeling great and relaxed.,normal
I am quite calm right now...,normal
I am feeling peaceful and relaxed,normal
I think Everything is okay.,normal
Life is happy...,normal
I think Life is calm,normal
"Honestly, Everything is cheerful.",normal
